X	Y	Z	T
296213.493	2779631.418	6.260	41782.41705212
296212.080	2779634.571	6.240	41782.41706369
296210.736	2779637.753	6.240	41782.41707527
296209.386	2779640.930	6.170	41782.41708684
296208.051	2779644.116	6.130	41782.41709841
296206.737	2779647.296	6.190	41782.41710999
296205.431	2779650.492	6.230	41782.41712156
296204.145	2779653.676	6.210	41782.41713314
296202.868	2779656.901	6.230	41782.41714471
296201.622	2779660.098	6.150	41782.41715628
296200.353	2779663.321	6.240	41782.41716786
296199.082	2779666.534	6.150	41782.41717943
296197.791	2779669.726	6.280	41782.41719101
296196.504	2779672.930	6.020	41782.41720258
296195.190	2779676.106	6.170	41782.41721416
296193.869	2779679.310	6.130	41782.41722573
296192.537	2779682.465	6.200	41782.41723730
296191.201	2779685.658	6.140	41782.41724888
296189.844	2779688.816	6.160	41782.41726045
296188.491	2779692.017	6.150	41782.41727203
296187.153	2779695.166	6.110	41782.41728360
296185.804	2779698.363	6.090	41782.41729517
296184.453	2779701.539	6.240	41782.41730675
296183.131	2779704.747	6.370	41782.41731832
296181.824	2779707.938	6.350	41782.41732990
296180.534	2779711.157	6.380	41782.41734147
296179.290	2779714.272	6.410	41782.41735304
296178.063	2779717.314	6.340	41782.41736462
296176.913	2779720.242	6.390	41782.41737619
296175.755	2779723.134	6.380	41782.41738777
296174.679	2779725.914	6.420	41782.41739934
296173.668	2779728.669	6.410	41782.41741091
296172.709	2779731.351	6.390	41782.41742249
296171.838	2779733.984	6.480	41782.41743406
296171.027	2779736.570	6.460	41782.41744564
296170.304	2779739.094	6.490	41782.41745721
296169.669	2779741.620	6.450	41782.41746878
296169.101	2779744.167	6.470	41782.41748036
296168.646	2779746.759	6.510	41782.41749193
296168.292	2779749.349	6.440	41782.41750351
296171.052	2779802.744	9.520	41782.41773499
296170.619	2779805.774	9.560	41782.41774656
296169.977	2779808.685	9.820	41782.41775814
296165.877	2779811.557	9.030	41782.41778128
296164.292	2779813.229	10.140	41782.41779286
296163.457	2779815.297	10.280	41782.41780443
296162.432	2779817.744	10.330	41782.41781601
296161.544	2779820.166	10.010	41782.41782758
296160.805	2779822.583	10.260	41782.41783916
296160.050	2779824.976	9.730	41782.41785073
296159.301	2779827.351	9.170	41782.41786230
296158.466	2779829.707	8.880	41782.41787388
296157.622	2779832.087	8.720	41782.41788545
296156.780	2779834.465	8.570	41782.41789703
296155.954	2779836.776	8.460	41782.41790860
296155.110	2779839.108	8.240	41782.41792017
296154.287	2779841.411	8.210	41782.41793175
296153.427	2779843.770	8.140	41782.41794332
296152.595	2779846.077	8.050	41782.41795490
296151.632	2779848.644	8.110	41782.41796647
296150.784	2779850.936	8.020	41782.41797804
296149.942	2779853.179	8.020	41782.41798962
296149.069	2779855.489	8.010	41782.41800119
296148.201	2779857.775	7.870	41782.41801277
296147.364	2779860.073	7.920	41782.41802434
296146.536	2779862.371	7.810	41782.41803591
296145.824	2779864.614	7.760	41782.41804749
296145.284	2779866.851	7.770	41782.41805906
296144.732	2779869.158	7.720	41782.41807064
296144.290	2779871.520	7.660	41782.41808221
296143.999	2779873.929	7.620	41782.41809378
296155.332	2779894.434	7.010	41782.41834841
296155.681	2779894.239	6.980	41782.41835999
296156.043	2779893.965	7.000	41782.41837156
296156.426	2779893.598	7.000	41782.41838314
296156.801	2779893.112	6.950	41782.41839471
296157.134	2779892.504	6.970	41782.41840628
296157.457	2779891.788	6.980	41782.41841786
296157.736	2779890.973	7.000	41782.41842943
296157.977	2779890.068	7.070	41782.41844101
296158.237	2779889.093	7.040	41782.41845258
296158.523	2779888.051	7.060	41782.41846416
296158.816	2779886.962	7.080	41782.41847573
296159.119	2779885.817	7.090	41782.41848730
296159.443	2779884.622	7.120	41782.41849888
296159.814	2779883.366	7.190	41782.41851045
296160.168	2779882.063	7.190	41782.41852203
296160.588	2779880.752	7.200	41782.41853360
296161.051	2779879.411	7.270	41782.41854517
296161.629	2779878.027	7.320	41782.41855675
296162.252	2779876.652	7.310	41782.41856832
296162.853	2779875.252	7.390	41782.41857990
296163.414	2779873.903	7.420	41782.41859147
296164.009	2779872.545	7.470	41782.41860304
296164.702	2779871.144	7.530	41782.41861462
296165.427	2779869.690	7.620	41782.41862619
296166.188	2779868.188	7.650	41782.41863777
296166.987	2779866.658	7.730	41782.41864934
296167.866	2779865.145	-0.040	41782.41866091
296168.779	2779863.639	7.880	41782.41867249
296169.718	2779862.138	8.020	41782.41868406
296170.696	2779860.630	8.100	41782.41869564
296171.643	2779859.080	8.280	41782.41870721
296172.558	2779857.509	8.280	41782.41871878
296173.449	2779855.908	8.420	41782.41873036
296174.207	2779854.437	8.490	41782.41874193
296175.004	2779852.960	8.680	41782.41875351
296175.848	2779851.587	8.170	41782.41876508
296176.921	2779850.187	8.990	41782.41877666
296178.092	2779848.757	8.960	41782.41878823
296179.156	2779847.385	9.100	41782.41879980
296180.094	2779846.025	9.200	41782.41881138
296181.186	2779844.413	9.320	41782.41882295
296182.048	2779842.945	9.400	41782.41883453
296183.002	2779841.491	9.490	41782.41884610
296184.055	2779840.046	9.650	41782.41885767
296185.160	2779838.574	9.670	41782.41886925
296186.297	2779837.095	9.700	41782.41888082
296187.408	2779835.603	9.620	41782.41889240
296188.500	2779834.187	9.770	41782.41890397
296189.590	2779832.756	9.580	41782.41891554
296190.776	2779831.314	9.520	41782.41892712
296191.987	2779829.885	9.550	41782.41893869
296193.222	2779828.418	9.660	41782.41895027
296194.449	2779826.798	9.360	41782.41896184
296195.704	2779825.071	9.250	41782.41897341
296196.899	2779823.470	9.290	41782.41898499
296198.028	2779821.905	9.400	41782.41899656
296199.676	2779819.953	10.100	41782.41900814
296200.109	2779816.333	9.340	41782.41901971
296207.146	2779811.529	9.080	41782.41906601
296208.011	2779809.550	8.750	41782.41907758
296209.391	2779808.037	8.630	41782.41908916
296210.555	2779806.579	8.410	41782.41910073
296211.509	2779805.177	8.390	41782.41911230
296212.497	2779803.543	8.130	41782.41912388
296213.363	2779802.043	7.930	41782.41913545
296214.209	2779800.355	7.750	41782.41914703
296215.166	2779798.556	7.480	41782.41915860
296216.439	2779796.257	7.280	41782.41917017
296216.598	2779794.038	7.110	41782.41918175
296216.916	2779792.073	6.970	41782.41919332
296217.423	2779790.185	6.860	41782.41920490
296218.094	2779788.359	6.780	41782.41921647
296218.825	2779786.568	6.690	41782.41922804
296219.606	2779784.777	6.630	41782.41923962
296220.375	2779782.955	6.600	41782.41925119
296221.177	2779781.131	6.560	41782.41926277
296221.985	2779779.390	6.630	41782.41927434
296222.782	2779777.751	6.490	41782.41928591
296223.565	2779776.176	6.480	41782.41929749
296224.322	2779774.657	6.530	41782.41930906
296225.062	2779773.169	6.500	41782.41932064
296225.813	2779771.717	6.480	41782.41933221
296226.522	2779770.294	6.440	41782.41934378
296227.178	2779768.912	6.420	41782.41935536
296227.762	2779767.558	6.450	41782.41936693
296228.903	2779764.802	12.560	41782.41939008
296229.894	2779762.088	30.430	41782.41941323
296230.696	2779759.480	22.930	41782.41943638
296231.094	2779758.134	6.370	41782.41944795
296231.453	2779756.761	6.380	41782.41945953
296232.247	2779754.010	6.300	41782.41948267
296232.670	2779752.671	6.270	41782.41949425
296233.064	2779751.294	6.380	41782.41950582
296233.470	2779749.877	6.300	41782.41951740
296233.876	2779748.412	6.340	41782.41952897
296234.303	2779746.900	6.320	41782.41954054
296234.786	2779745.374	6.270	41782.41955212
296235.707	2779742.260	6.270	41782.41957527
296236.123	2779740.651	6.220	41782.41958684
296236.470	2779738.999	6.210	41782.41959841
296236.716	2779737.292	6.230	41782.41960999
296236.908	2779735.565	6.310	41782.41962156
296237.110	2779733.829	6.220	41782.41963314
296237.294	2779732.086	6.260	41782.41964471
296237.524	2779730.342	6.220	41782.41965628
296237.794	2779728.598	6.210	41782.41966786
296238.068	2779726.853	6.270	41782.41967943
296238.317	2779725.104	6.250	41782.41969101
296238.511	2779723.338	0.010	41782.41970258
296121.366	2779675.321	5.530	41782.42037388
296118.694	2779677.182	5.550	41782.42038545
296115.850	2779679.106	5.550	41782.42039703
296113.126	2779680.910	5.540	41782.42040860
296110.535	2779683.072	5.560	41782.42042017
296107.997	2779685.322	5.560	41782.42043175
296105.257	2779687.835	5.560	41782.42044332
296102.624	2779690.305	5.570	41782.42045490
296100.030	2779692.757	5.560	41782.42046647
296097.600	2779695.242	5.540	41782.42047804
296095.124	2779697.785	5.570	41782.42048962
296092.610	2779700.386	5.550	41782.42050119
296090.252	2779702.820	5.550	41782.42051277
296088.036	2779705.354	5.550	41782.42052434
296085.983	2779707.791	5.540	41782.42053591
296083.999	2779710.187	5.550	41782.42054749
296082.055	2779712.595	5.510	41782.42055906
296080.197	2779714.881	5.540	41782.42057064
296078.728	2779717.094	5.510	41782.42058221
296077.341	2779719.128	5.520	41782.42059378
296075.719	2779721.403	5.510	41782.42060536
296074.072	2779723.739	5.490	41782.42061693
296072.497	2779726.081	5.500	41782.42062851
296071.315	2779728.467	5.490	41782.42064008
296069.931	2779730.932	5.490	41782.42065166
296068.325	2779733.137	5.480	41782.42066323
296066.493	2779735.019	5.490	41782.42067480
296065.448	2779736.891	5.490	41782.42068638
296064.003	2779739.283	5.480	41782.42069795
296062.724	2779741.663	5.490	41782.42070953
296061.512	2779743.945	5.480	41782.42072110
296060.495	2779746.435	5.480	41782.42073267
296059.646	2779749.004	5.490	41782.42074425
296058.626	2779751.562	5.480	41782.42075582
296057.653	2779753.999	5.490	41782.42076740
296056.511	2779756.265	5.480	41782.42077897
296055.397	2779758.755	5.480	41782.42079054
296054.266	2779761.440	5.490	41782.42080212
296053.097	2779764.287	5.490	41782.42081369
296051.902	2779767.190	5.500	41782.42082527
296050.494	2779770.346	5.490	41782.42083684
296049.371	2779773.468	5.490	41782.42084841
296048.426	2779776.622	5.500	41782.42085999
296047.453	2779780.483	5.490	41782.42087156
296046.895	2779784.024	5.520	41782.42088314
296075.028	2779807.046	5.860	41782.42107990
296077.182	2779805.943	5.830	41782.42109147
296079.404	2779804.682	5.790	41782.42110304
296081.618	2779803.464	5.740	41782.42111462
296083.845	2779802.139	5.690	41782.42112619
296086.012	2779800.751	5.650	41782.42113777
296088.117	2779799.224	5.610	41782.42114934
296090.156	2779797.732	5.560	41782.42116073
296091.981	2779796.530	5.510	41782.42117249
296094.014	2779795.029	5.480	41782.42118406
296096.031	2779793.577	5.440	41782.42119564
296098.020	2779792.087	5.400	41782.42120721
296099.972	2779790.532	5.390	41782.42121878
296101.898	2779788.971	5.370	41782.42123036
296103.795	2779787.317	5.360	41782.42124193
296105.629	2779785.612	5.340	41782.42125351
296107.378	2779783.880	5.330	41782.42126508
296109.083	2779782.046	5.320	41782.42127666
296110.777	2779780.295	5.300	41782.42128823
296112.475	2779778.576	5.300	41782.42129980
296114.135	2779776.778	5.300	41782.42131138
296115.740	2779774.921	5.310	41782.42132295
296117.436	2779773.039	5.320	41782.42133453
296119.043	2779771.097	5.320	41782.42134610
296120.637	2779769.149	5.330	41782.42135767
296122.256	2779767.180	5.330	41782.42136925
296123.608	2779764.981	5.330	41782.42138082
296124.900	2779762.903	5.340	41782.42139240
296125.661	2779759.513	5.350	41782.42140397
296126.957	2779756.552	5.350	41782.42141554
296128.528	2779753.620	5.360	41782.42142712
296130.239	2779750.420	5.380	41782.42143869
296132.013	2779747.950	5.380	41782.42145027
296133.680	2779745.928	5.390	41782.42146184
296135.784	2779743.691	5.400	41782.42147341
296137.549	2779741.859	5.400	41782.42148499
296139.353	2779740.487	5.410	41782.42149656
296141.078	2779738.927	5.420	41782.42150814
296142.662	2779737.256	5.430	41782.42151971
296144.203	2779735.474	5.430	41782.42153128
296145.720	2779733.615	5.430	41782.42154286
296147.228	2779731.650	5.450	41782.42155443
296148.757	2779729.664	5.450	41782.42156601
296150.274	2779727.664	5.460	41782.42157758
296151.825	2779725.676	5.460	41782.42158916
296153.369	2779723.684	5.470	41782.42160073
296154.911	2779721.686	5.480	41782.42161230
296156.429	2779719.651	5.490	41782.42162388
296157.907	2779717.621	5.490	41782.42163545
296159.370	2779715.587	5.490	41782.42164703
296160.833	2779713.536	5.490	41782.42165860
296162.259	2779711.459	5.500	41782.42167017
296163.667	2779709.351	5.490	41782.42168175
296165.018	2779707.226	5.500	41782.42169332
296166.322	2779705.076	5.510	41782.42170490
296167.648	2779702.903	5.510	41782.42171647
296168.947	2779700.712	5.520	41782.42172804
296170.258	2779698.527	5.510	41782.42173962
296171.556	2779696.346	5.510	41782.42175119
296172.860	2779694.154	5.510	41782.42176277
296174.119	2779691.955	5.510	41782.42177434
296175.361	2779689.727	5.510	41782.42178591
296176.585	2779687.439	5.510	41782.42179749
296177.794	2779685.146	5.520	41782.42180906
296179.002	2779682.849	5.520	41782.42182064
296180.206	2779680.561	5.520	41782.42183221
296181.392	2779678.281	5.520	41782.42184378
296182.566	2779676.012	5.520	41782.42185536
296183.734	2779673.736	5.520	41782.42186693
296184.902	2779671.455	5.520	41782.42187851
296186.100	2779669.169	5.520	41782.42189008
296187.318	2779666.874	5.530	41782.42190166
296188.548	2779664.574	5.530	41782.42191323
296189.792	2779662.269	5.530	41782.42192480
296191.039	2779659.966	5.530	41782.42193638
296192.297	2779657.670	5.530	41782.42194795
296193.572	2779655.383	5.530	41782.42195953
296194.856	2779653.102	5.530	41782.42197110
296196.163	2779650.831	5.540	41782.42198267
296197.482	2779648.586	5.530	41782.42199425
296198.810	2779646.348	5.530	41782.42200582
296200.147	2779644.112	5.530	41782.42201740
296201.443	2779641.862	5.530	41782.42202897
296202.692	2779639.609	5.530	41782.42204054
296203.902	2779637.323	5.520	41782.42205212
296205.070	2779634.996	5.530	41782.42206369
296206.235	2779632.648	5.530	41782.42207527
296207.384	2779630.290	5.530	41782.42208684
296208.518	2779627.931	5.530	41782.42209841
296209.652	2779625.576	5.540	41782.42210999
296210.787	2779623.226	5.530	41782.42212156
296211.924	2779620.875	5.530	41782.42213314
296213.048	2779618.525	5.530	41782.42214471
296214.163	2779616.187	5.520	41782.42215628
296215.251	2779613.853	5.520	41782.42216786
296216.314	2779611.506	5.520	41782.42217943
296217.391	2779609.156	5.530	41782.42219101
296218.489	2779606.795	5.530	41782.42220258
296219.618	2779604.444	5.530	41782.42221416
296220.790	2779602.115	5.530	41782.42222573
296222.019	2779599.807	5.530	41782.42223730
296223.298	2779597.517	5.520	41782.42224888
296224.622	2779595.262	5.520	41782.42226045
296226.001	2779593.043	5.530	41782.42227203
296227.424	2779590.853	5.530	41782.42228360
296228.920	2779588.686	5.530	41782.42229517
296230.477	2779586.551	5.530	41782.42230675
296232.098	2779584.450	5.530	41782.42231832
296233.776	2779582.375	5.530	41782.42232990
296235.499	2779580.332	5.530	41782.42234147
296237.254	2779578.318	5.530	41782.42235304
296239.042	2779576.328	5.520	41782.42236462
296240.866	2779574.355	5.520	41782.42237619
296242.716	2779572.391	5.520	41782.42238777
296244.594	2779570.431	5.520	41782.42239934
296246.487	2779568.465	5.530	41782.42241091
296248.408	2779566.488	5.530	41782.42242249
296250.344	2779564.512	5.530	41782.42243406
296252.257	2779562.524	5.530	41782.42244564
296254.125	2779560.529	5.520	41782.42245721
296255.929	2779558.511	5.510	41782.42246878
296257.675	2779556.470	5.520	41782.42248036
296259.381	2779554.399	5.520	41782.42249193
296261.057	2779552.288	5.520	41782.42250351
296262.700	2779550.130	5.520	41782.42251508
296264.269	2779547.920	5.520	41782.42252666
296265.784	2779545.679	5.510	41782.42253823
296267.236	2779543.401	5.520	41782.42254980
296268.678	2779541.125	5.520	41782.42256138
296270.118	2779538.856	5.520	41782.42257295
296271.544	2779536.588	5.530	41782.42258453
296272.975	2779534.316	5.530	41782.42259610
296274.425	2779532.036	5.530	41782.42260767
296275.906	2779529.758	5.530	41782.42261925
296277.373	2779527.488	5.520	41782.42263082
296278.831	2779525.225	5.520	41782.42264240
296280.261	2779522.962	5.520	41782.42265397
296281.668	2779520.694	5.520	41782.42266554
296283.074	2779518.416	5.520	41782.42267712
296284.490	2779516.125	5.520	41782.42268869
296285.885	2779513.805	5.520	41782.42270027
296287.256	2779511.450	5.530	41782.42271184
296288.631	2779509.085	5.520	41782.42272341
296289.982	2779506.713	5.520	41782.42273499
296291.340	2779504.352	5.520	41782.42274656
296292.694	2779501.994	5.510	41782.42275814
296294.052	2779499.648	5.510	41782.42276971
296295.386	2779497.287	5.520	41782.42278128
296296.725	2779494.922	5.520	41782.42279286
296298.040	2779492.541	5.520	41782.42280443
296299.333	2779490.136	5.520	41782.42281601
296300.586	2779487.713	5.520	41782.42282758
296301.813	2779485.281	5.520	41782.42283916
296303.003	2779482.852	5.520	41782.42285073
296304.168	2779480.429	5.510	41782.42286230
296305.286	2779477.996	5.510	41782.42287388
296306.354	2779475.535	5.510	41782.42288545
296307.412	2779473.048	5.520	41782.42289703
296308.474	2779470.533	5.520	41782.42290860
296309.559	2779468.006	5.520	41782.42292017
296310.677	2779465.484	5.520	41782.42293175
296311.809	2779462.975	5.520	41782.42294332
296312.952	2779460.471	5.520	41782.42295490
296314.123	2779457.992	5.520	41782.42296647
296315.332	2779455.545	5.520	41782.42297804
296316.592	2779453.131	5.510	41782.42298962
296317.874	2779450.724	5.520	41782.42300119
296319.233	2779448.329	5.520	41782.42301277
296320.623	2779445.917	5.530	41782.42302434
296322.029	2779443.516	5.530	41782.42303591
296323.382	2779441.261	5.540	41782.42304749
296324.653	2779439.198	5.550	41782.42305906
296325.887	2779437.195	5.550	41782.42307064
296327.117	2779435.222	5.550	41782.42308221
296328.334	2779433.257	5.530	41782.42309378
296329.505	2779431.301	5.530	41782.42310536
296330.669	2779429.375	5.530	41782.42311693
296331.840	2779427.455	5.520	41782.42312851
296332.978	2779425.523	5.520	41782.42314008
296334.103	2779423.588	5.530	41782.42315166
296335.197	2779421.659	5.520	41782.42316323
296336.250	2779419.727	5.520	41782.42317480
296337.288	2779417.795	5.520	41782.42318638
296338.298	2779415.867	5.510	41782.42319795
296339.276	2779413.988	5.510	41782.42320953
296340.236	2779412.150	5.520	41782.42322110
296341.172	2779410.345	5.520	41782.42323267
296342.089	2779408.572	5.530	41782.42324425
296342.983	2779406.833	5.520	41782.42325582
296343.853	2779405.127	5.520	41782.42326740
296344.719	2779403.466	5.510	41782.42327897
296345.579	2779401.820	5.510	41782.42329054
296346.456	2779400.193	5.510	41782.42330212
296347.355	2779398.572	5.520	41782.42331369
296348.256	2779396.947	5.520	41782.42332527
296349.165	2779395.324	5.520	41782.42333684
296350.075	2779393.708	5.510	41782.42334841
296351.640	2779392.817	5.510	41782.42335999
296352.614	2779391.486	5.510	41782.42337156
296353.576	2779389.917	5.510	41782.42338314
296354.505	2779388.433	5.510	41782.42339471
296355.506	2779386.895	5.510	41782.42340628
296356.583	2779385.331	5.520	41782.42341786
296357.654	2779383.773	5.520	41782.42342943
296358.666	2779382.101	5.520	41782.42344101
296359.670	2779380.507	5.510	41782.42345258
296360.894	2779378.775	5.510	41782.42346416
296362.025	2779377.089	5.520	41782.42347573
296363.133	2779375.499	5.520	41782.42348730
296364.196	2779373.968	5.530	41782.42349888
296365.238	2779372.496	5.530	41782.42351045
296366.258	2779371.074	5.530	41782.42352203
296367.263	2779369.704	5.520	41782.42353360
296368.258	2779368.369	5.520	41782.42354517
296369.238	2779367.071	5.530	41782.42355675
296370.234	2779365.790	5.530	41782.42356832
296371.290	2779364.586	5.530	41782.42357990
296372.344	2779363.323	5.520	41782.42359147
296373.403	2779362.228	5.510	41782.42360304
296374.330	2779360.798	5.500	41782.42361462
296375.294	2779359.403	5.500	41782.42362619
296376.345	2779358.139	5.520	41782.42363777
296377.594	2779357.036	5.520	41782.42364934
296396.638	2779375.207	5.680	41782.42383453
296396.306	2779377.780	5.670	41782.42384610
296395.751	2779380.373	5.660	41782.42385767
296395.013	2779383.029	5.660	41782.42386925
296394.138	2779385.822	5.630	41782.42388082
296393.222	2779388.657	5.630	41782.42389240
296392.225	2779391.517	5.610	41782.42390397
296391.135	2779394.532	5.600	41782.42391554
296389.956	2779397.472	5.570	41782.42392712
296388.812	2779400.498	5.550	41782.42393869
296387.759	2779403.589	5.550	41782.42395027
296386.649	2779406.656	5.530	41782.42396184
296385.481	2779409.833	5.510	41782.42397341
296384.391	2779412.993	5.510	41782.42398499
296383.317	2779416.258	5.490	41782.42399656
296382.232	2779419.504	5.480	41782.42400814
296381.113	2779423.023	5.460	41782.42401971
296380.102	2779426.348	5.450	41782.42403128
296379.193	2779429.683	5.450	41782.42404286
296378.040	2779432.879	5.450	41782.42405443
296376.722	2779436.037	5.460	41782.42406601
296375.311	2779439.053	5.470	41782.42407758
296373.650	2779442.034	5.480	41782.42408916
296371.795	2779444.788	5.470	41782.42410073
296369.851	2779447.529	5.480	41782.42411230
296367.878	2779450.122	5.480	41782.42412388
296365.806	2779452.763	5.480	41782.42413545
296363.577	2779455.394	5.480	41782.42414703
296361.376	2779457.953	5.480	41782.42415860
296359.377	2779460.736	5.480	41782.42417017
296357.208	2779463.402	5.480	41782.42418175
296355.028	2779466.058	5.480	41782.42419332
296352.921	2779468.781	5.470	41782.42420490
296350.831	2779471.551	5.490	41782.42421647
296348.752	2779474.345	5.480	41782.42422804
296346.670	2779477.125	5.490	41782.42423962
296344.613	2779479.967	5.490	41782.42425119
296342.571	2779482.821	5.480	41782.42426277
296340.578	2779485.709	5.490	41782.42427434
296338.624	2779488.625	5.470	41782.42428591
296336.733	2779491.415	5.490	41782.42429749
296334.778	2779494.274	5.490	41782.42430906
296332.801	2779497.060	5.500	41782.42432064
296330.642	2779499.977	5.510	41782.42433221
296328.289	2779502.509	5.510	41782.42434378
296325.921	2779505.006	5.510	41782.42435536
296323.543	2779507.474	5.510	41782.42436693
296321.103	2779509.900	5.510	41782.42437851
296318.639	2779512.302	5.510	41782.42439008
296316.168	2779514.541	5.510	41782.42440166
296313.786	2779516.951	5.510	41782.42441323
296311.380	2779519.330	5.510	41782.42442480
296308.961	2779521.814	5.500	41782.42443638
296306.532	2779524.245	5.510	41782.42444795
296304.236	2779526.753	5.500	41782.42445953
296302.002	2779529.296	5.510	41782.42447110
296299.834	2779531.947	5.500	41782.42448267
296297.741	2779534.667	5.510	41782.42449425
296295.714	2779537.458	5.500	41782.42450582
296293.818	2779540.414	5.510	41782.42451740
296291.837	2779543.354	5.510	41782.42452897
296289.912	2779546.349	5.520	41782.42454054
296287.903	2779549.295	5.520	41782.42455212
296285.882	2779552.261	5.510	41782.42456369
296283.892	2779555.113	5.520	41782.42457527
296281.829	2779557.996	5.510	41782.42458684
296279.697	2779560.920	5.520	41782.42459841
296277.592	2779563.905	5.520	41782.42460999
296275.492	2779566.866	5.520	41782.42462156
296273.371	2779569.827	5.510	41782.42463314
296271.272	2779572.664	5.510	41782.42464471
296269.241	2779575.598	5.500	41782.42465628
296267.322	2779578.556	5.510	41782.42466786
296265.295	2779581.651	5.490	41782.42467943
296263.366	2779584.680	5.510	41782.42469101
296261.411	2779587.715	5.500	41782.42470258
296259.487	2779590.810	5.510	41782.42471416
296257.600	2779593.884	5.510	41782.42472573
296255.769	2779596.937	5.510	41782.42473730
296253.978	2779599.951	5.510	41782.42474888
296252.277	2779603.056	5.510	41782.42476045
296250.574	2779606.124	5.510	41782.42477203
296248.864	2779609.229	5.510	41782.42478360
296247.153	2779612.247	5.520	41782.42479517
296245.436	2779615.295	5.510	41782.42480675
296243.707	2779618.258	5.510	41782.42481832
296241.880	2779621.201	5.510	41782.42482990
296240.085	2779624.137	5.510	41782.42484147
296238.269	2779627.207	5.510	41782.42485304
296236.598	2779630.294	5.510	41782.42486462
296234.841	2779633.327	5.510	41782.42487619
296233.075	2779636.261	5.520	41782.42488777
296231.300	2779639.251	5.500	41782.42489934
296229.530	2779642.216	5.520	41782.42491091
296227.764	2779645.312	5.500	41782.42492249
296226.071	2779648.347	5.520	41782.42493406
296224.312	2779651.393	5.510	41782.42494564
296222.610	2779654.331	5.520	41782.42495721
296220.822	2779657.310	5.520	41782.42496878
296219.049	2779660.228	5.520	41782.42498036
296217.167	2779663.251	5.520	41782.42499193
296215.347	2779666.159	5.510	41782.42500351
296213.517	2779669.100	5.510	41782.42501508
296211.769	2779672.083	5.510	41782.42502666
296210.010	2779675.099	5.510	41782.42503823
296208.274	2779678.111	5.510	41782.42504980
296206.540	2779681.149	5.520	41782.42506138
296204.666	2779683.930	5.510	41782.42507295
296202.935	2779686.883	5.520	41782.42508453
296201.158	2779689.843	5.510	41782.42509610
296199.323	2779692.819	5.520	41782.42510767
296197.383	2779695.752	5.520	41782.42511925
296195.428	2779698.598	5.530	41782.42513082
296193.479	2779701.441	5.520	41782.42514240
296191.531	2779704.276	5.520	41782.42515397
296189.582	2779707.307	5.510	41782.42516554
296187.616	2779710.157	5.520	41782.42517712
296185.698	2779713.059	5.520	41782.42518869
296183.796	2779715.816	5.530	41782.42520027
296181.917	2779718.776	5.510	41782.42521184
296179.945	2779721.656	5.520	41782.42522341
296177.928	2779724.462	5.520	41782.42523499
296175.961	2779727.271	5.520	41782.42524656
296173.836	2779730.098	5.520	41782.42525814
296171.719	2779732.882	5.530	41782.42526971
296169.422	2779735.444	5.530	41782.42528128
296167.029	2779738.103	5.530	41782.42529286
296164.638	2779740.812	5.520	41782.42530443
296162.272	2779743.419	5.530	41782.42531601
296159.980	2779746.006	5.540	41782.42532758
296157.674	2779748.557	5.530	41782.42533916
296155.529	2779751.273	5.520	41782.42535073
296153.624	2779754.049	5.520	41782.42536230
296152.046	2779756.807	5.520	41782.42537388
296150.594	2779762.009	5.550	41782.42539703
296162.730	2779782.091	5.890	41782.42553591
296163.868	2779781.238	5.940	41782.42554749
296164.950	2779780.132	5.950	41782.42555906
296165.961	2779778.732	5.950	41782.42557064
296166.615	2779776.791	5.930	41782.42558221
296167.084	2779774.447	5.900	41782.42559378
296168.096	2779772.538	5.830	41782.42560536
296169.065	2779770.468	5.790	41782.42561693
296169.993	2779768.321	5.740	41782.42562851
296170.953	2779766.168	5.680	41782.42564008
296171.928	2779764.016	5.650	41782.42565166
296172.758	2779761.584	5.590	41782.42566323
296174.091	2779759.863	5.540	41782.42567480
296175.525	2779758.193	5.490	41782.42568638
296177.053	2779756.431	5.460	41782.42569795
296178.757	2779754.699	5.460	41782.42570953
296180.674	2779753.116	5.420	41782.42572255
296182.668	2779751.562	5.390	41782.42573267
296184.680	2779749.992	5.350	41782.42574425
296186.711	2779748.350	5.330	41782.42575582
296188.719	2779746.701	5.340	41782.42576740
296190.756	2779745.101	5.320	41782.42577897
296193.034	2779743.276	5.300	41782.42579054
296195.055	2779741.457	5.290	41782.42580212
296196.848	2779739.526	5.280	41782.42581369
296198.292	2779737.548	5.270	41782.42582527
296199.440	2779735.469	5.310	41782.42583684
296200.375	2779733.369	5.320	41782.42584841
296201.347	2779731.146	5.330	41782.42585999
296202.345	2779728.866	5.350	41782.42587156
296203.366	2779726.633	5.350	41782.42588314
296204.415	2779724.409	5.370	41782.42589471
296205.500	2779722.274	5.390	41782.42590628
296206.772	2779720.172	5.380	41782.42591786
296208.175	2779718.019	5.390	41782.42592943
296209.600	2779715.893	5.390	41782.42594101
296210.932	2779713.909	5.390	41782.42595258
296212.365	2779711.820	5.400	41782.42596416
296213.805	2779709.734	5.390	41782.42597573
296215.190	2779707.596	5.400	41782.42598730
296216.509	2779705.412	5.390	41782.42599888
296217.717	2779703.171	5.400	41782.42601045
296218.881	2779700.899	5.410	41782.42602203
296220.022	2779698.623	5.410	41782.42603360
296221.187	2779696.360	5.410	41782.42604517
296222.377	2779694.111	5.410	41782.42605675
296223.547	2779691.856	5.410	41782.42606832
296224.723	2779689.622	5.420	41782.42607990
296225.955	2779687.412	5.430	41782.42609147
296227.240	2779685.230	5.440	41782.42610304
296228.607	2779683.061	5.450	41782.42611462
