X	Y	Z	T
296446.892	2779250.549	5.670	41782.42877666
296447.246	2779249.229	5.730	41782.42878823
296447.599	2779247.956	5.720	41782.42879980
296447.935	2779246.723	5.710	41782.42881138
296448.249	2779245.552	5.730	41782.42882295
296448.558	2779244.444	5.720	41782.42883453
296448.842	2779243.383	5.730	41782.42884610
296449.126	2779242.364	5.760	41782.42885767
296449.405	2779241.376	6.120	41782.42886925
296449.673	2779240.424	5.750	41782.42888082
296449.947	2779239.520	5.780	41782.42889240
296450.193	2779238.657	5.860	41782.42890397
296450.441	2779237.811	5.820	41782.42891554
296450.693	2779236.904	5.840	41782.42892712
296450.945	2779235.967	5.850	41782.42893869
296451.203	2779235.101	5.830	41782.42895027
296451.407	2779234.260	5.870	41782.42896184
296451.597	2779233.435	5.890	41782.42897341
296451.748	2779232.668	5.920	41782.42898499
296451.869	2779231.942	5.970	41782.42899656
296451.985	2779231.260	6.020	41782.42900814
296452.125	2779230.609	5.940	41782.42901971
296452.286	2779229.981	5.890	41782.42903128
296452.387	2779229.356	5.920	41782.42904286
296452.411	2779228.761	5.890	41782.42905443
296452.312	2779228.234	5.990	41782.42906601
296452.301	2779227.771	6.000	41782.42907758
296452.313	2779227.459	6.020	41782.42908916
296452.374	2779227.215	5.970	41782.42910073
296452.374	2779227.024	5.970	41782.42911230
296452.353	2779226.893	5.990	41782.42912388
296452.367	2779226.817	5.970	41782.42913545
296452.388	2779226.761	5.940	41782.42914703
296452.393	2779226.743	6.000	41782.42915860
296452.378	2779226.740	5.970	41782.42917017
296452.380	2779226.749	5.930	41782.42918175
296452.355	2779226.756	5.940	41782.42919332
296452.374	2779226.768	5.920	41782.42920490
296452.373	2779226.783	5.930	41782.42921647
296452.389	2779226.790	5.940	41782.42922804
296452.410	2779226.821	5.890	41782.42923962
296452.369	2779226.860	5.900	41782.42925119
296452.382	2779226.897	5.880	41782.42926277
296452.295	2779226.946	5.940	41782.42927434
296452.347	2779226.986	5.890	41782.42928591
296452.286	2779227.016	5.950	41782.42929749
296452.274	2779227.042	5.950	41782.42930906
296452.240	2779227.062	6.000	41782.42932064
296452.197	2779227.138	6.010	41782.42933221
296452.304	2779227.213	5.980	41782.42934378
296452.224	2779227.272	5.990	41782.42935536
296452.235	2779227.348	5.950	41782.42936693
296452.241	2779227.408	5.970	41782.42937851
296452.239	2779227.486	6.030	41782.42939008
296452.258	2779227.594	5.970	41782.42940166
296452.243	2779227.729	5.990	41782.42941323
296452.247	2779227.864	5.970	41782.42942480
296452.203	2779228.008	6.010	41782.42943638
296452.195	2779228.145	5.990	41782.42944795
296452.173	2779228.284	6.000	41782.42945953
296452.177	2779228.429	6.040	41782.42947110
296452.198	2779228.602	5.980	41782.42948267
296452.187	2779228.776	6.010	41782.42949425
296452.190	2779228.954	5.990	41782.42950582
296452.163	2779229.113	5.970	41782.42951740
296452.100	2779229.244	6.000	41782.42952897
296451.984	2779229.373	6.020	41782.42954054
296451.872	2779229.464	6.010	41782.42955212
296451.744	2779229.547	6.030	41782.42956369
296451.628	2779229.623	6.070	41782.42957527
296451.509	2779229.695	6.050	41782.42958684
296451.402	2779229.749	6.090	41782.42959841
296451.335	2779229.751	6.120	41782.42960999
296451.324	2779229.695	6.100	41782.42962156
296451.333	2779229.643	6.100	41782.42963314
296451.355	2779229.617	6.110	41782.42964471
296451.399	2779229.607	6.120	41782.42965628
296451.400	2779229.599	6.300	41782.42966786
296451.380	2779229.600	6.100	41782.42967943
296451.366	2779229.605	6.120	41782.42969101
296451.343	2779229.615	6.130	41782.42970258
296451.368	2779229.630	6.190	41782.42971416
296451.378	2779229.644	6.100	41782.42972573
296451.364	2779229.634	6.090	41782.42973730
296451.391	2779229.631	6.130	41782.42974888
296451.387	2779229.617	6.200	41782.42976045
296451.462	2779229.629	6.110	41782.42977203
296451.403	2779229.587	6.120	41782.42978360
296451.417	2779229.584	6.110	41782.42979517
296451.465	2779229.563	6.110	41782.42980675
296451.481	2779229.548	6.080	41782.42981832
296451.368	2779229.520	6.120	41782.42982990
296451.406	2779229.551	6.110	41782.42984147
296451.310	2779229.542	6.190	41782.42985304
296451.338	2779229.559	6.110	41782.42986462
296451.384	2779229.578	6.130	41782.42987619
296451.338	2779229.578	6.160	41782.42988777
296451.457	2779229.587	6.070	41782.42989934
296451.449	2779229.573	6.110	41782.42991091
296451.511	2779229.574	6.050	41782.42992249
296451.525	2779229.545	6.090	41782.42993406
296451.461	2779229.520	6.090	41782.42994564
296451.542	2779229.510	6.170	41782.42995721
296451.478	2779229.505	6.210	41782.42996878
296451.561	2779229.526	6.080	41782.42998036
296451.518	2779229.528	6.140	41782.42999193
296451.557	2779229.544	6.070	41782.43000351
296451.549	2779229.538	6.110	41782.43001508
296451.551	2779229.535	6.090	41782.43002666
296451.550	2779229.538	6.070	41782.43003823
296451.553	2779229.538	6.090	41782.43004980
296451.551	2779229.539	6.110	41782.43006138
296451.551	2779229.542	6.130	41782.43007295
296451.551	2779229.544	6.120	41782.43008453
296451.548	2779229.545	6.170	41782.43009610
296451.547	2779229.547	6.150	41782.43010767
296451.544	2779229.548	6.100	41782.43011925
296451.540	2779229.549	6.090	41782.43013082
296451.538	2779229.549	6.080	41782.43014240
296451.536	2779229.550	6.090	41782.43015397
296451.536	2779229.551	6.100	41782.43016554
296451.535	2779229.553	6.120	41782.43017712
296451.534	2779229.555	6.090	41782.43018869
296451.533	2779229.557	6.180	41782.43020027
296451.532	2779229.558	6.130	41782.43021184
296451.531	2779229.559	6.120	41782.43022341
296451.531	2779229.561	6.080	41782.43023499
296451.529	2779229.562	6.140	41782.43024656
296451.528	2779229.563	6.130	41782.43025814
296451.527	2779229.564	6.080	41782.43026971
296451.525	2779229.565	6.110	41782.43028128
296451.523	2779229.567	6.110	41782.43029286
296451.520	2779229.568	6.110	41782.43030443
296451.518	2779229.569	6.120	41782.43031601
296451.516	2779229.570	6.080	41782.43032758
296451.513	2779229.570	6.080	41782.43033916
296451.512	2779229.570	6.090	41782.43035073
296451.510	2779229.570	6.080	41782.43036230
296451.511	2779229.570	6.080	41782.43037388
296451.511	2779229.571	6.120	41782.43038545
296451.512	2779229.572	6.060	41782.43039703
296451.512	2779229.572	6.070	41782.43040860
296451.512	2779229.573	6.080	41782.43042017
296451.512	2779229.574	6.070	41782.43043175
296451.512	2779229.574	6.110	41782.43044332
296451.512	2779229.574	6.060	41782.43045490
296451.511	2779229.574	6.080	41782.43046647
296451.511	2779229.574	6.040	41782.43047804
296451.511	2779229.573	6.080	41782.43048962
296451.511	2779229.573	6.080	41782.43050119
296451.511	2779229.572	6.090	41782.43051277
296451.510	2779229.571	6.090	41782.43052434
296451.510	2779229.570	6.080	41782.43053591
296451.509	2779229.569	6.090	41782.43054749
296451.509	2779229.568	6.090	41782.43055906
296451.508	2779229.567	6.080	41782.43057064
296451.507	2779229.567	6.080	41782.43058221
296451.507	2779229.566	6.080	41782.43059378
296451.506	2779229.566	6.090	41782.43060536
296451.506	2779229.565	6.090	41782.43061693
296451.505	2779229.565	6.070	41782.43062851
296451.504	2779229.565	6.070	41782.43064008
296451.503	2779229.564	6.090	41782.43065166
296451.502	2779229.563	6.080	41782.43066323
296451.501	2779229.562	6.050	41782.43067480
296451.500	2779229.562	6.080	41782.43068638
296451.499	2779229.561	6.090	41782.43069795
296451.498	2779229.560	6.080	41782.43070953
296451.497	2779229.559	6.050	41782.43072110
296451.495	2779229.559	6.070	41782.43073267
296451.494	2779229.558	6.110	41782.43074425
296451.493	2779229.557	6.070	41782.43075582
296451.492	2779229.556	6.050	41782.43076740
296451.490	2779229.556	6.050	41782.43077897
296451.489	2779229.555	6.080	41782.43079054
296451.488	2779229.554	6.070	41782.43080212
296451.487	2779229.553	6.080	41782.43081369
296451.486	2779229.552	6.090	41782.43082527
296451.485	2779229.551	6.090	41782.43083684
296451.485	2779229.550	6.050	41782.43084841
296451.484	2779229.549	6.040	41782.43085999
296451.483	2779229.549	6.110	41782.43087156
296451.482	2779229.548	6.080	41782.43088314
296451.481	2779229.547	6.040	41782.43089471
296451.481	2779229.547	6.070	41782.43090628
296451.480	2779229.546	6.030	41782.43091786
296451.479	2779229.546	6.060	41782.43092943
296451.479	2779229.545	6.030	41782.43094101
296451.478	2779229.544	6.050	41782.43095258
296451.477	2779229.544	6.050	41782.43096416
296451.476	2779229.544	6.070	41782.43097573
296451.475	2779229.543	6.080	41782.43098730
296451.474	2779229.543	6.070	41782.43099888
296451.473	2779229.542	6.080	41782.43101045
296451.472	2779229.542	6.110	41782.43102203
296451.471	2779229.541	6.080	41782.43103360
296451.469	2779229.540	6.100	41782.43104517
296451.468	2779229.540	6.060	41782.43105675
296451.467	2779229.539	6.090	41782.43106832
296451.466	2779229.539	6.030	41782.43107990
296451.466	2779229.538	6.050	41782.43109147
296451.465	2779229.538	6.040	41782.43110304
296451.465	2779229.537	6.010	41782.43111462
296451.465	2779229.537	6.030	41782.43112619
296451.465	2779229.536	6.000	41782.43113777
296451.466	2779229.536	6.030	41782.43114934
296451.465	2779229.535	6.000	41782.43116091
296451.466	2779229.535	5.990	41782.43117249
296451.466	2779229.535	6.020	41782.43118406
296451.466	2779229.534	6.030	41782.43119564
296451.466	2779229.534	6.010	41782.43120721
296451.467	2779229.533	6.090	41782.43121878
296451.467	2779229.533	6.020	41782.43123036
296451.468	2779229.532	6.120	41782.43124193
296451.468	2779229.532	6.120	41782.43125351
296451.469	2779229.531	6.070	41782.43126508
296451.470	2779229.530	6.130	41782.43127666
296451.470	2779229.530	6.150	41782.43128823
296451.471	2779229.529	6.050	41782.43129980
296451.472	2779229.529	6.060	41782.43131138
296451.472	2779229.529	6.050	41782.43132295
296451.473	2779229.528	6.060	41782.43133453
296451.474	2779229.528	6.060	41782.43134610
296451.475	2779229.528	6.080	41782.43135767
296451.475	2779229.527	6.060	41782.43136925
296451.476	2779229.527	6.030	41782.43138082
296451.477	2779229.527	6.030	41782.43139240
296451.477	2779229.526	6.040	41782.43140397
296451.478	2779229.526	6.040	41782.43141554
296451.478	2779229.526	6.040	41782.43142712
296451.479	2779229.525	6.050	41782.43143869
296451.480	2779229.525	6.020	41782.43145027
296451.480	2779229.525	6.080	41782.43146184
296451.481	2779229.525	6.090	41782.43147341
296451.482	2779229.525	6.110	41782.43148499
296451.483	2779229.524	6.110	41782.43149656
296451.484	2779229.524	6.030	41782.43150814
296451.485	2779229.524	6.020	41782.43151971
296451.486	2779229.525	6.020	41782.43153128
296451.487	2779229.525	6.030	41782.43154286
296451.488	2779229.525	6.030	41782.43155443
296451.489	2779229.525	6.040	41782.43156601
296451.490	2779229.525	6.030	41782.43157758
296451.491	2779229.525	6.030	41782.43158916
296451.492	2779229.525	6.030	41782.43160073
296451.493	2779229.526	6.040	41782.43161230
296451.494	2779229.526	6.040	41782.43162388
296451.495	2779229.526	6.030	41782.43163545
296451.497	2779229.526	6.030	41782.43164703
296451.498	2779229.527	6.060	41782.43165860
296451.500	2779229.527	6.030	41782.43167017
296451.501	2779229.527	6.030	41782.43168175
296451.503	2779229.527	6.040	41782.43169332
296451.504	2779229.528	6.080	41782.43170490
296451.506	2779229.528	6.130	41782.43171647
296451.507	2779229.528	6.060	41782.43172804
296451.508	2779229.528	6.050	41782.43173962
296451.510	2779229.528	6.140	41782.43175119
296451.511	2779229.528	6.080	41782.43176277
296451.513	2779229.529	6.060	41782.43177434
296451.514	2779229.529	6.040	41782.43178591
296451.515	2779229.529	6.110	41782.43179749
296451.517	2779229.529	6.070	41782.43180906
296451.518	2779229.529	6.040	41782.43182064
296451.520	2779229.529	6.040	41782.43183221
296451.521	2779229.529	6.150	41782.43184378
296451.523	2779229.529	6.080	41782.43185536
296451.524	2779229.529	6.040	41782.43186693
296451.525	2779229.530	6.040	41782.43187851
296451.527	2779229.530	6.060	41782.43189008
296451.528	2779229.530	6.080	41782.43190166
296451.530	2779229.531	6.140	41782.43191323
296451.531	2779229.531	6.040	41782.43192480
296451.533	2779229.531	6.070	41782.43193638
296451.535	2779229.531	6.470	41782.43194795
296451.536	2779229.531	6.040	41782.43195953
296451.538	2779229.532	6.180	41782.43197110
296451.540	2779229.532	6.100	41782.43198267
296451.542	2779229.532	6.110	41782.43199425
296451.543	2779229.532	6.070	41782.43200582
296451.545	2779229.532	6.100	41782.43201740
296451.547	2779229.532	6.030	41782.43202897
296451.548	2779229.532	6.130	41782.43204054
296451.550	2779229.532	6.100	41782.43205212
296451.551	2779229.532	6.110	41782.43206369
296451.553	2779229.532	6.120	41782.43207527
296451.554	2779229.532	6.090	41782.43208684
296451.556	2779229.532	6.140	41782.43209841
296451.557	2779229.532	6.040	41782.43210999
296451.558	2779229.532	6.040	41782.43212156
296451.560	2779229.532	6.100	41782.43213314
296451.561	2779229.533	6.080	41782.43214471
296451.562	2779229.533	6.070	41782.43215628
296451.563	2779229.533	6.120	41782.43216786
296451.564	2779229.533	6.150	41782.43217943
296451.565	2779229.533	6.170	41782.43219101
296451.566	2779229.533	6.050	41782.43220258
296451.567	2779229.533	6.050	41782.43221416
296451.568	2779229.533	6.110	41782.43222573
296451.570	2779229.533	6.130	41782.43223730
296451.571	2779229.533	6.130	41782.43224888
296451.572	2779229.533	6.130	41782.43226045
296451.573	2779229.533	6.120	41782.43227203
296451.575	2779229.533	6.140	41782.43228360
296451.576	2779229.533	6.130	41782.43229517
296451.577	2779229.533	6.150	41782.43230675
296451.578	2779229.533	6.050	41782.43231832
296451.580	2779229.533	6.120	41782.43232990
296451.581	2779229.533	6.100	41782.43234147
296451.582	2779229.533	6.080	41782.43235304
296451.584	2779229.533	6.160	41782.43236462
296451.585	2779229.533	6.160	41782.43237619
296451.586	2779229.533	6.060	41782.43238777
296451.588	2779229.533	6.030	41782.43239934
296451.589	2779229.533	6.070	41782.43241091
296451.590	2779229.533	6.140	41782.43242249
296451.592	2779229.533	6.030	41782.43243406
296451.593	2779229.533	6.070	41782.43244564
296451.594	2779229.533	6.050	41782.43245721
296451.596	2779229.533	6.030	41782.43246878
296451.597	2779229.533	6.050	41782.43248017
296451.598	2779229.533	6.050	41782.43249175
296451.600	2779229.533	6.060	41782.43250332
296451.601	2779229.533	6.160	41782.43251490
296451.602	2779229.533	6.060	41782.43252647
296451.604	2779229.533	6.190	41782.43253804
296451.605	2779229.533	6.050	41782.43254962
296451.606	2779229.533	6.200	41782.43256119
296451.608	2779229.533	6.040	41782.43257277
296451.609	2779229.533	6.070	41782.43258434
296451.610	2779229.533	6.060	41782.43259591
296451.612	2779229.533	6.160	41782.43260749
296451.613	2779229.534	6.070	41782.43261906
296451.614	2779229.534	6.070	41782.43263064
296451.615	2779229.534	6.050	41782.43264221
296451.616	2779229.534	6.030	41782.43265378
296451.618	2779229.534	6.030	41782.43266536
296451.619	2779229.534	6.030	41782.43267693
296451.620	2779229.534	6.050	41782.43268851
296451.620	2779229.535	6.050	41782.43270008
296451.622	2779229.535	6.030	41782.43271166
296451.623	2779229.535	6.030	41782.43272323
296451.624	2779229.535	6.040	41782.43273480
296451.625	2779229.535	6.010	41782.43274638
296451.626	2779229.536	6.030	41782.43275795
296451.627	2779229.536	6.030	41782.43276953
296451.627	2779229.536	6.040	41782.43278110
296451.628	2779229.536	6.050	41782.43279267
296451.629	2779229.536	6.020	41782.43280425
296451.630	2779229.537	6.040	41782.43281582
296451.631	2779229.537	6.030	41782.43282740
296451.632	2779229.537	6.030	41782.43283897
296451.633	2779229.537	6.040	41782.43285054
296451.634	2779229.538	6.050	41782.43286212
296451.634	2779229.538	6.040	41782.43287369
296451.635	2779229.538	6.020	41782.43288527
296451.636	2779229.538	6.040	41782.43289684
296451.637	2779229.539	5.990	41782.43290841
296451.637	2779229.539	6.030	41782.43291999
296451.638	2779229.539	6.050	41782.43293156
296451.638	2779229.539	6.050	41782.43294314
296451.639	2779229.539	6.040	41782.43295471
296451.639	2779229.540	6.070	41782.43296628
296451.640	2779229.540	6.050	41782.43297786
296451.641	2779229.540	6.020	41782.43298943
296451.641	2779229.540	6.050	41782.43300101
296451.642	2779229.540	6.030	41782.43301258
296451.642	2779229.540	6.040	41782.43302416
296451.643	2779229.541	6.030	41782.43303573
296451.644	2779229.541	6.040	41782.43304730
296451.644	2779229.541	6.020	41782.43305888
296451.645	2779229.541	6.030	41782.43307045
296451.646	2779229.541	6.030	41782.43308203
296451.646	2779229.541	6.030	41782.43309360
296451.647	2779229.542	6.040	41782.43310517
296451.647	2779229.542	6.040	41782.43311675
296451.648	2779229.542	6.030	41782.43312832
296451.648	2779229.542	6.050	41782.43313990
296451.649	2779229.542	6.020	41782.43315147
296451.649	2779229.542	6.040	41782.43316304
296451.650	2779229.543	6.050	41782.43317462
296451.650	2779229.543	6.030	41782.43318619
296451.651	2779229.543	6.030	41782.43319777
296451.651	2779229.543	6.050	41782.43320934
296451.651	2779229.544	6.050	41782.43322091
296451.652	2779229.544	6.030	41782.43323249
296451.652	2779229.544	6.040	41782.43324406
296451.653	2779229.544	6.030	41782.43325564
296451.653	2779229.544	6.040	41782.43326721
296451.654	2779229.545	6.020	41782.43327878
296451.654	2779229.545	6.020	41782.43329036
296451.654	2779229.545	6.040	41782.43330193
296451.655	2779229.546	6.040	41782.43331351
296451.655	2779229.546	6.040	41782.43332508
296451.656	2779229.546	6.040	41782.43333666
296451.656	2779229.546	6.050	41782.43334823
296451.656	2779229.546	5.810	41782.43335980
296451.656	2779229.547	6.040	41782.43337138
296451.657	2779229.547	6.050	41782.43338295
296451.657	2779229.547	6.040	41782.43339453
296451.658	2779229.547	6.040	41782.43340610
296451.658	2779229.548	6.010	41782.43341767
296451.658	2779229.548	6.020	41782.43342925
296451.659	2779229.548	6.040	41782.43344082
296451.659	2779229.548	6.040	41782.43345240
296451.659	2779229.549	6.040	41782.43346397
296451.660	2779229.549	6.040	41782.43347554
296451.660	2779229.549	6.130	41782.43348712
296451.660	2779229.550	6.030	41782.43349869
296451.661	2779229.550	6.020	41782.43351027
296451.661	2779229.550	6.270	41782.43352184
296451.661	2779229.550	6.100	41782.43353341
296451.662	2779229.551	6.030	41782.43354499
296451.662	2779229.551	6.030	41782.43355656
296451.662	2779229.552	6.230	41782.43356814
296451.662	2779229.552	6.120	41782.43357971
296451.663	2779229.552	6.020	41782.43359128
296451.663	2779229.553	6.050	41782.43360286
296451.663	2779229.553	6.040	41782.43361443
296451.663	2779229.553	6.020	41782.43362601
296451.664	2779229.554	6.020	41782.43363758
296451.664	2779229.554	6.020	41782.43364916
296451.664	2779229.555	6.040	41782.43366073
296451.665	2779229.555	6.210	41782.43367230
296451.665	2779229.556	6.020	41782.43368388
296451.665	2779229.556	6.020	41782.43369545
296451.666	2779229.557	6.010	41782.43370703
296451.666	2779229.557	6.020	41782.43371860
296451.666	2779229.558	6.030	41782.43373017
296451.666	2779229.558	6.010	41782.43374175
296451.666	2779229.559	6.110	41782.43375332
296451.667	2779229.559	6.040	41782.43376490
296451.667	2779229.560	6.020	41782.43377647
296451.667	2779229.560	6.030	41782.43378804
296451.667	2779229.561	6.210	41782.43379962
296451.668	2779229.561	6.020	41782.43381119
296451.668	2779229.562	6.010	41782.43382277
296451.668	2779229.562	6.030	41782.43383434
296451.668	2779229.563	6.050	41782.43384591
296451.668	2779229.563	6.020	41782.43385749
296451.669	2779229.564	6.040	41782.43386906
296451.669	2779229.565	6.020	41782.43388064
296451.669	2779229.565	6.040	41782.43389221
296451.669	2779229.566	6.040	41782.43390378
296451.669	2779229.566	6.040	41782.43391536
296451.669	2779229.567	6.030	41782.43392693
296451.669	2779229.567	6.020	41782.43393851
296451.669	2779229.568	6.030	41782.43395008
296451.670	2779229.569	6.030	41782.43396166
296451.670	2779229.569	6.020	41782.43397323
296451.670	2779229.570	6.040	41782.43398480
296451.670	2779229.571	6.020	41782.43399638
296451.670	2779229.571	6.030	41782.43400795
296451.670	2779229.572	6.020	41782.43401953
296451.670	2779229.573	6.040	41782.43403110
296451.671	2779229.573	6.040	41782.43404267
296451.671	2779229.574	6.030	41782.43405425
296451.671	2779229.575	6.010	41782.43406582
296451.671	2779229.575	6.050	41782.43407740
296451.671	2779229.576	6.060	41782.43408897
296451.672	2779229.577	6.030	41782.43410054
296451.672	2779229.578	6.050	41782.43411212
296451.672	2779229.578	6.050	41782.43412369
296451.672	2779229.579	6.020	41782.43413527
296451.672	2779229.580	6.010	41782.43414684
296451.672	2779229.581	6.030	41782.43415841
296451.672	2779229.581	6.010	41782.43416999
296451.672	2779229.582	6.190	41782.43418156
296451.673	2779229.583	6.010	41782.43419314
296451.673	2779229.583	6.120	41782.43420471
296451.673	2779229.584	6.010	41782.43421628
296451.673	2779229.585	6.000	41782.43422786
296451.673	2779229.586	6.100	41782.43423943
296451.673	2779229.587	6.190	41782.43425101
296451.673	2779229.587	6.040	41782.43426258
296451.673	2779229.588	6.050	41782.43427416
296451.673	2779229.589	6.060	41782.43428573
296451.673	2779229.590	6.090	41782.43429730
296451.673	2779229.590	6.110	41782.43430888
296451.673	2779229.591	6.020	41782.43432045
296451.674	2779229.592	6.170	41782.43433203
296451.674	2779229.593	6.030	41782.43434360
296451.674	2779229.594	6.030	41782.43435517
296451.674	2779229.594	6.020	41782.43436675
296451.674	2779229.595	6.040	41782.43437832
296451.674	2779229.596	6.020	41782.43438990
296451.674	2779229.597	6.040	41782.43440147
296451.674	2779229.597	6.040	41782.43441304
296451.674	2779229.598	6.030	41782.43442462
296451.674	2779229.599	6.030	41782.43443619
296451.674	2779229.600	6.030	41782.43444777
296451.674	2779229.600	6.040	41782.43445934
296451.675	2779229.601	6.020	41782.43447091
296451.675	2779229.602	6.020	41782.43448249
296451.675	2779229.603	6.030	41782.43449406
296451.675	2779229.603	6.050	41782.43450672
296451.675	2779229.604	6.030	41782.43451721
296451.675	2779229.605	6.070	41782.43452878
296451.675	2779229.606	6.100	41782.43454036
296451.675	2779229.606	6.070	41782.43455392
296451.675	2779229.607	6.080	41782.43456351
296451.675	2779229.608	6.000	41782.43457508
296451.675	2779229.609	6.010	41782.43458666
296451.675	2779229.609	6.050	41782.43459823
296451.675	2779229.610	6.120	41782.43460980
296451.675	2779229.611	6.040	41782.43462138
296451.675	2779229.611	6.070	41782.43463295
296451.674	2779229.612	6.040	41782.43464453
296451.674	2779229.613	6.030	41782.43465610
296451.674	2779229.613	6.040	41782.43466767
296451.674	2779229.614	6.030	41782.43467925
296451.674	2779229.615	6.030	41782.43469082
296451.674	2779229.616	6.040	41782.43470240
296451.674	2779229.616	6.050	41782.43471397
296451.674	2779229.617	6.060	41782.43472554
296451.673	2779229.618	6.030	41782.43473712
296451.673	2779229.619	6.030	41782.43474869
296451.673	2779229.620	6.030	41782.43476027
296451.673	2779229.620	6.050	41782.43477184
296451.672	2779229.621	6.070	41782.43478341
296451.672	2779229.622	6.040	41782.43479499
296451.672	2779229.622	6.030	41782.43480656
296451.672	2779229.623	6.060	41782.43481814
296451.672	2779229.623	6.040	41782.43482971
296451.671	2779229.624	6.030	41782.43484128
296451.671	2779229.624	6.040	41782.43485286
296451.671	2779229.624	6.040	41782.43486443
296451.671	2779229.625	6.030	41782.43487601
296451.671	2779229.625	6.030	41782.43488758
296451.670	2779229.626	6.020	41782.43489916
296451.670	2779229.626	6.010	41782.43491073
296451.670	2779229.626	6.010	41782.43492230
296451.670	2779229.627	6.020	41782.43493406
296451.670	2779229.627	6.000	41782.43494708
296451.670	2779229.627	6.000	41782.43495703
296451.670	2779229.628	6.010	41782.43496860
296451.670	2779229.628	6.030	41782.43498017
296451.670	2779229.628	6.010	41782.43499248
296451.670	2779229.629	6.030	41782.43500332
296451.670	2779229.629	6.040	41782.43501490
296451.670	2779229.629	6.040	41782.43502647
296451.670	2779229.629	6.040	41782.43503804
296451.670	2779229.630	6.050	41782.43504962
296451.670	2779229.630	6.050	41782.43506463
296451.670	2779229.630	6.050	41782.43507277
296451.670	2779229.630	6.010	41782.43508434
296451.670	2779229.631	6.060	41782.43509591
296451.670	2779229.631	6.030	41782.43510749
296451.670	2779229.631	6.050	41782.43511906
296451.670	2779229.631	6.040	41782.43513064
296451.670	2779229.631	6.040	41782.43514221
296451.670	2779229.631	6.050	41782.43515378
296451.670	2779229.632	6.030	41782.43516536
296451.670	2779229.632	6.050	41782.43517693
296451.670	2779229.632	6.050	41782.43518851
296451.670	2779229.632	6.040	41782.43520008
296451.670	2779229.632	6.030	41782.43521166
296451.670	2779229.632	6.030	41782.43522323
296451.670	2779229.632	6.060	41782.43523480
296451.670	2779229.632	6.060	41782.43524638
296451.670	2779229.633	6.030	41782.43525795
296451.670	2779229.633	6.050	41782.43526953
296451.670	2779229.633	6.020	41782.43528110
296451.670	2779229.633	6.010	41782.43529267
296451.670	2779229.633	6.080	41782.43530425
296451.670	2779229.633	6.040	41782.43531582
296451.670	2779229.633	6.040	41782.43532740
296451.670	2779229.633	6.050	41782.43533897
296451.670	2779229.633	6.040	41782.43535054
296451.671	2779229.633	6.010	41782.43536212
296451.671	2779229.633	6.040	41782.43537369
296451.671	2779229.633	6.030	41782.43538527
296451.671	2779229.634	6.030	41782.43539684
296451.671	2779229.634	6.020	41782.43540841
296451.671	2779229.634	6.030	41782.43541999
296451.671	2779229.634	6.020	41782.43543156
296451.671	2779229.634	6.020	41782.43544314
296451.672	2779229.634	6.010	41782.43545471
296451.672	2779229.634	6.010	41782.43546628
296451.672	2779229.634	6.020	41782.43547786
296451.672	2779229.634	6.020	41782.43548943
296451.672	2779229.634	6.050	41782.43550101
296451.672	2779229.634	6.050	41782.43551258
296451.672	2779229.634	6.020	41782.43552416
296451.672	2779229.634	6.010	41782.43553573
296451.673	2779229.634	6.020	41782.43554730
296451.673	2779229.635	6.030	41782.43555888
296451.673	2779229.635	6.050	41782.43557045
296451.673	2779229.635	6.060	41782.43558203
296451.673	2779229.635	6.050	41782.43559360
296451.673	2779229.635	6.080	41782.43560517
296451.673	2779229.635	6.060	41782.43561675
296451.673	2779229.635	6.040	41782.43562832
296451.673	2779229.635	6.070	41782.43563990
296451.673	2779229.635	6.040	41782.43565147
296451.673	2779229.636	6.020	41782.43566304
296451.674	2779229.636	6.050	41782.43567462
296451.674	2779229.636	6.050	41782.43568619
296451.674	2779229.636	6.060	41782.43569777
296451.674	2779229.636	6.030	41782.43570934
296451.674	2779229.636	6.030	41782.43572091
296451.674	2779229.636	6.060	41782.43573249
296451.675	2779229.636	6.110	41782.43574406
296451.675	2779229.637	6.060	41782.43575564
296451.675	2779229.637	6.080	41782.43576721
296451.675	2779229.637	6.070	41782.43577878
296451.675	2779229.637	6.030	41782.43579036
296451.675	2779229.637	6.050	41782.43580193
296451.676	2779229.637	6.100	41782.43581351
296451.676	2779229.638	6.050	41782.43582508
296451.676	2779229.638	6.030	41782.43583666
296451.676	2779229.638	6.080	41782.43584823
296451.676	2779229.638	6.100	41782.43585980
296451.676	2779229.638	6.080	41782.43587138
296451.676	2779229.638	6.030	41782.43588295
296451.676	2779229.638	6.070	41782.43589453
296451.676	2779229.639	6.020	41782.43590610
296451.676	2779229.639	6.000	41782.43591767
296451.677	2779229.639	6.010	41782.43592925
296451.677	2779229.639	6.020	41782.43594082
296451.677	2779229.640	6.010	41782.43595240
296451.677	2779229.640	6.040	41782.43596397
296451.677	2779229.640	6.010	41782.43597554
296451.677	2779229.640	6.040	41782.43598712
296451.677	2779229.641	6.130	41782.43599869
296451.677	2779229.641	6.010	41782.43601027
296451.677	2779229.641	6.060	41782.43602184
296451.677	2779229.641	6.050	41782.43603341
296451.677	2779229.641	6.040	41782.43604499
296451.677	2779229.642	6.050	41782.43605656
296451.677	2779229.642	6.030	41782.43606814
296451.677	2779229.642	6.030	41782.43607971
296451.677	2779229.643	5.990	41782.43609128
296451.677	2779229.643	6.000	41782.43610286
296451.677	2779229.644	6.020	41782.43611443
