X	Y	Z	T
296450.13400000,2779231.35000000,-6.66000000,41782.40603377
296450.13300000,2779231.35300000,0.01000000,41782.40614951
296450.13200000,2779231.35700000,-11.92106601,41782.40626525
296450.13100000,2779231.36100000,-6.70333333,41782.40635785
296450.12600000,2779231.37200000,-6.60654540,41782.40675137
296450.12500000,2779231.37400000,-6.61000000,41782.40676294
296449.98300000,2779232.16900000,-6.61000000,41782.40677451
296450.32000000,2779237.27100000,-6.37876747,41782.40691340
296450.24800000,2779238.14900000,-2.07000000,41782.40692498
296449.97600000,2779253.25700000,-5.95000000,41782.40708701
296340.00900000,2779210.46100000,-7.00000000,41782.40858007
296339.88900000,2779210.52300000,-6.88945562,41782.40859164
296339.52900000,2779210.70200000,-7.00000000,41782.40862637
296339.40700000,2779210.79500000,-7.02148201,41782.40863794
296339.29900000,2779210.90500000,-6.99685193,41782.40864951
296339.18700000,2779211.02700000,-7.07000000,41782.40866109
296339.11800000,2779211.17800000,-2.21429578,41782.40867266
296339.03700000,2779211.36900000,-6.98000000,41782.40868424
296338.98600000,2779211.58400000,-6.97000000,41782.40869581
296338.89100000,2779211.78500000,-6.66000000,41782.40870738
296338.82400000,2779212.00900000,-6.99413021,41782.40871896
296338.74500000,2779212.25300000,-7.08000000,41782.40873053
296338.63700000,2779212.50400000,-6.97333333,41782.40874211
296338.57100000,2779212.78100000,-6.98036354,41782.40875368
296338.48600000,2779213.05600000,-3.69855633,41782.40876525
296338.39400000,2779213.33900000,-6.95760560,41782.40877683
296338.24500000,2779213.63100000,-6.96314807,41782.40878840
296338.18400000,2779213.96600000,-6.96654549,41782.40879998
296338.08800000,2779214.30200000,-6.95000000,41782.40881155
296337.96700000,2779214.63800000,-6.93260271,41782.40882312
296337.86100000,2779214.97300000,-6.96000000,41782.40883470
296337.73400000,2779215.31900000,-6.99000000,41782.40884627
296337.62000000,2779215.68000000,-6.97000000,41782.40885785
296337.49700000,2779216.03900000,-6.97727233,41782.40886942
296337.36200000,2779216.41900000,-6.94666667,41782.40888100
296337.22200000,2779216.79100000,-6.97057169,41782.40889257
296337.04600000,2779217.17700000,-6.95654549,41782.40890414
296336.91600000,2779217.57800000,-6.94500000,41782.40891572
296336.74600000,2779217.96200000,-6.96055540,41782.40892729
296336.62000000,2779218.36900000,-6.95672726,41782.40893887
296336.42300000,2779218.77300000,-6.31000000,41782.40895044
296336.27800000,2779219.16100000,-6.95708315,41782.40896201
296336.12100000,2779219.58300000,-7.04000000,41782.40897359
296335.95200000,2779220.01500000,-5.17810226,41782.40898516
296335.79300000,2779220.44600000,-6.99000000,41782.40899674
296335.61600000,2779220.87900000,-6.97654549,41782.40900831
296335.44400000,2779221.32300000,-6.97648140,41782.40901988
296335.27400000,2779221.77900000,-3.50500000,41782.40903146
296335.10800000,2779222.24400000,-7.00000000,41782.40904303
296334.94200000,2779222.72000000,-6.99654540,41782.40905461
296334.76600000,2779223.18700000,-4.80940782,41782.40906618
296334.58500000,2779223.66300000,-7.01314820,41782.40907775
296334.41100000,2779224.12100000,-0.02000000,41782.40908933
296334.23200000,2779224.60700000,-6.96000000,41782.40910090
296334.04800000,2779225.09500000,-7.04000000,41782.40911248
296333.85200000,2779225.58200000,-5.17325622,41782.40912405
296333.67200000,2779226.07900000,-6.95000000,41782.40913562
296333.48600000,2779226.58300000,-7.04666667,41782.40914720
296333.29900000,2779227.08600000,-7.03618195,41782.40915877
296333.10800000,2779227.60100000,-3.49000000,41782.40917035
296332.91800000,2779228.11100000,-0.01000000,41782.40918192
296332.11300000,2779230.20300000,-0.44630310,41782.40922822
296331.90500000,2779230.73500000,0.00739729,41782.40923979
296331.69600000,2779231.27600000,0.01000000,41782.40925137
296331.49000000,2779231.82100000,0.00260278,41782.40926294
296331.27200000,2779232.36600000,0.01000000,41782.40927451
296331.04400000,2779232.92100000,0.01000000,41782.40928609
296330.82800000,2779233.47000000,0.01000000,41782.40929766
296330.59100000,2779234.01900000,0.02000000,41782.40930924
296330.38400000,2779234.56900000,0.01000000,41782.40932081
