41782.41458333,-1.045
41782.41875000,-1.095
41782.42291667,-1.145
41782.42708333,-1.185
41782.43125000,-1.225
41782.43541667,-1.275
41782.43958333,-1.325
41782.44375000,-1.375
41782.44791667,-1.435
41782.45208333,-1.49
