X	Y	Z	T
296403.37700000,2779249.52800000,-1.28448429,41782.43787369
296403.39000000,2779249.96400000,-1.30462325,41782.43788527
296403.38700000,2779250.40600000,-1.29476209,41782.43789684
296403.39200000,2779250.84900000,-1.29490093,41782.43790841
296403.40500000,2779251.29300000,-1.30503989,41782.43791999
296403.39800000,2779251.75100000,-1.31517873,41782.43793156
296403.39500000,2779252.20200000,-1.30531769,41782.43794314
296403.40000000,2779252.62500000,-1.29545653,41782.43795471
296403.41000000,2779253.07600000,-1.30559537,41782.43796628
296403.39700000,2779253.52000000,-1.28573433,41782.43797786
296403.39600000,2779254.00400000,-1.29587317,41782.43798943
296403.37900000,2779254.46700000,-1.29601213,41782.43800101
296403.36500000,2779254.94000000,-1.29615097,41782.43801258
296403.34100000,2779255.39200000,-1.28628993,41782.43802416
296403.30500000,2779255.85600000,-1.30642877,41782.43803573
296403.28400000,2779256.31600000,-1.29656761,41782.43804730
296403.25200000,2779256.78000000,-1.29670657,41782.43805888
296403.22300000,2779257.26200000,-1.30684541,41782.43807045
296403.18500000,2779257.72200000,-1.28698437,41782.43808203
296403.15100000,2779258.20800000,-1.29712321,41782.43809360
296403.12600000,2779258.69900000,-1.30726205,41782.43810517
296403.08200000,2779259.17700000,-1.30740101,41782.43811675
296403.04300000,2779259.66100000,-1.28753985,41782.43812832
296403.00900000,2779260.15600000,-1.30767881,41782.43813990
296402.96100000,2779260.64800000,-1.32521494,41782.43815147
296402.90900000,2779261.10800000,-1.29795649,41782.43816304
296402.87300000,2779261.61500000,-1.31809545,41782.43817462
296402.81900000,2779262.09900000,-1.31823429,41782.43818619
296402.74800000,2779262.58400000,-2.66170659,41782.43819777
296402.70700000,2779263.09800000,-2.68517876,41782.43820934
296402.63400000,2779263.57000000,-3.41865093,41782.43822091
296402.58200000,2779264.04800000,-3.35365480,41782.43823249
296402.52000000,2779264.51200000,-3.31406383,41782.43824406
296402.45800000,2779264.99600000,-3.37906769,41782.43825564
296402.38900000,2779265.48200000,-3.33920653,41782.43826721
